id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
12626567,68556398,Brooklyn,Bushwick,40.69285,-73.92703,Private room,65,12,0,1,0
12626663,2480467,Manhattan,Harlem,40.80854,-73.94305,Entire home/apt,125,7,1,1,0
12628500,67261284,Queens,Jackson Heights,40.75123,-73.87993,Private room,67,1,204,2,0
12629865,16740102,Brooklyn,Bedford-Stuyvesant,40.68634,-73.94414,Private room,52,3,0,1,0
12630337,516563,Manhattan,Lower East Side,40.71412,-73.98984,Entire home/apt,110,6,5,1,12
12630697,227369,Brooklyn,Bedford-Stuyvesant,40.69508,-73.95952,Entire home/apt,177,4,82,1,73
12630799,65820457,Queens,Ridgewood,40.70595,-73.90871,Private room,25,5,0,1,0
12641611,35383368,Brooklyn,Park Slope,40.67466,-73.97711,Entire home/apt,175,3,0,1,0
12642845,228858,Brooklyn,South Slope,40.66271,-73.98818,Entire home/apt,150,3,73,2,259
12643171,26054687,Brooklyn,Williamsburg,40.71586,-73.94859,Private room,75,7,0,1,0
12643924,1216362,Brooklyn,Prospect-Lefferts Gardens,40.65447,-73.96122,Private room,41,1,43,4,188
12644989,9997184,Manhattan,Upper West Side,40.79376,-73.96734,Entire home/apt,185,2,10,1,0
12645495,60077920,Queens,East Elmhurst,40.76107,-73.86664,Entire home/apt,175,2,74,1,141
12645769,68684053,Manhattan,Harlem,40.82095,-73.94007,Private room,40,1,1,1,0
12648471,52577563,Brooklyn,Sunset Park,40.66455,-73.99205,Entire home/apt,135,4,9,3,365
12649685,6389984,Brooklyn,Greenpoint,40.73081,-73.95551,Entire home/apt,195,2,34,1,0
12650991,709939,Brooklyn,Bedford-Stuyvesant,40.69527,-73.94784,Private room,50,30,4,1,0
12651245,68719139,Brooklyn,Bedford-Stuyvesant,40.6872,-73.95773,Private room,40,4,4,1,0
12652765,68729762,Manhattan,Midtown,40.7504,-73.98775,Entire home/apt,150,1,2,1,0
12652786,3629866,Brooklyn,Bedford-Stuyvesant,40.69409,-73.94815,Private room,75,3,5,1,301
12652833,68729548,Manhattan,Greenwich Village,40.72994,-73.99455,Private room,100,1,0,1,0
12652939,24944767,Brooklyn,Bushwick,40.70068,-73.91985,Private room,65,1,3,1,0
12653674,68735532,Manhattan,Harlem,40.8181,-73.94632,Entire home/apt,136,1,30,1,0
12655465,3635907,Manhattan,Nolita,40.72176,-73.99424,Entire home/apt,180,2,166,1,213
12655523,46228833,Brooklyn,Bushwick,40.69617,-73.91119,Private room,55,2,4,1,0
12655931,18597974,Queens,Astoria,40.77419,-73.93017,Private room,65,2,0,1,0
12656371,2686052,Brooklyn,Williamsburg,40.71185,-73.94738,Entire home/apt,225,2,39,1,0
12656785,19912320,Brooklyn,Williamsburg,40.71572,-73.95376,Private room,99,5,6,2,0
12657039,62058232,Brooklyn,Williamsburg,40.71194,-73.95742,Private room,90,5,3,1,0
12657527,46047223,Brooklyn,Crown Heights,40.66612,-73.93696,Shared room,20,1,0,1,0
12658099,68771036,Manhattan,Chelsea,40.74516,-73.9959,Private room,100,2,63,1,33
12664893,657869,Manhattan,Harlem,40.80991,-73.94273,Private room,73,4,69,2,122
12665113,18753186,Brooklyn,Gowanus,40.681,-73.98882,Entire home/apt,380,6,9,2,0
12666669,13406954,Manhattan,Upper East Side,40.78265,-73.95364,Private room,99,1,2,3,0
12669490,16623502,Brooklyn,East Flatbush,40.64741,-73.92588,Entire home/apt,105,1,43,1,13
12669603,39185689,Brooklyn,Prospect-Lefferts Gardens,40.66097,-73.95155,Private room,35,3,12,1,176
12670809,55121,Brooklyn,Williamsburg,40.71351,-73.9647,Entire home/apt,200,5,10,1,117
12670883,60981198,Brooklyn,Bedford-Stuyvesant,40.69122,-73.93495,Private room,105,10,2,3,31
12671359,24012333,Manhattan,Upper West Side,40.7842,-73.97467,Entire home/apt,180,1,0,1,0
12672036,1475015,Manhattan,Hell's Kitchen,40.76747,-73.98613,Entire home/apt,87,30,2,52,365
12674423,37234211,Brooklyn,Prospect-Lefferts Gardens,40.65701,-73.95887,Private room,50,1,0,1,0
12674934,17016231,Manhattan,Hell's Kitchen,40.76358,-73.993,Private room,69,1,5,1,0
12675052,54130816,Manhattan,Kips Bay,40.7398,-73.98208,Entire home/apt,150,4,2,1,0
12675481,68250800,Manhattan,East Harlem,40.79991,-73.9363,Private room,75,1,20,2,128
12676400,68878222,Queens,Astoria,40.76508,-73.9204,Entire home/apt,215,1,0,1,0
12676434,2750607,Manhattan,Upper East Side,40.77963,-73.94897,Entire home/apt,150,4,0,1,0
12679172,43733051,Manhattan,Harlem,40.81171,-73.95491,Entire home/apt,100,2,27,1,0
12679291,44530717,Manhattan,Hell's Kitchen,40.75965,-73.99035,Entire home/apt,224,6,1,1,0
12680171,68848703,Queens,Forest Hills,40.71933,-73.84984,Private room,119,2,21,2,363
12681206,68909853,Queens,Sunnyside,40.73944,-73.92687,Private room,80,2,53,1,364
12681210,47187182,Brooklyn,Crown Heights,40.67428,-73.94373,Private room,75,3,0,1,89
12681730,12534916,Manhattan,Chelsea,40.74187,-74.00175,Private room,125,2,0,1,0
12681868,68907781,Queens,Astoria,40.77008,-73.92878,Private room,58,2,67,3,20
12683452,14933972,Brooklyn,Bedford-Stuyvesant,40.67798,-73.93734,Private room,128,2,3,3,12
12684235,68930733,Manhattan,Inwood,40.86158,-73.92393,Private room,60,1,0,1,0
12684394,49902290,Manhattan,Harlem,40.82469,-73.94029,Private room,115,1,2,1,0
12684755,39637568,Manhattan,SoHo,40.72042,-73.99844,Private room,105,1,0,1,0
12685482,68929870,Manhattan,Harlem,40.82617,-73.95173,Private room,69,2,0,1,0
12685533,14933972,Brooklyn,Bedford-Stuyvesant,40.67858,-73.93713,Private room,76,2,69,3,11
12686241,30848788,Brooklyn,Bedford-Stuyvesant,40.69415,-73.9481,Private room,45,4,41,2,89
12687169,49024977,Brooklyn,Park Slope,40.67687,-73.97848,Private room,80,1,2,1,0
12693458,65884381,Brooklyn,Williamsburg,40.71249,-73.94674,Private room,75,1,7,1,0
12696421,2856748,Manhattan,Upper East Side,40.76161,-73.96252,Entire home/apt,200,30,0,49,324
12698900,8314626,Brooklyn,Williamsburg,40.71694,-73.95628,Private room,89,1,148,1,303
12699413,66556483,Brooklyn,Williamsburg,40.71332,-73.94071,Private room,80,1,0,1,0
12700609,16098958,Manhattan,Upper West Side,40.79613,-73.96638,Entire home/apt,197,30,2,96,104
12702755,39528519,Manhattan,Lower East Side,40.71187,-73.98878,Shared room,35,14,0,28,318
12703851,11109705,Brooklyn,Clinton Hill,40.68678,-73.96178,Entire home/apt,180,7,10,1,0
12704159,2676750,Manhattan,Financial District,40.70789,-74.01521,Private room,90,3,0,1,0
12705155,69063239,Brooklyn,Gowanus,40.67246,-73.99164,Entire home/apt,125,1,3,1,0
12705303,3836868,Manhattan,Upper East Side,40.77458,-73.95116,Entire home/apt,170,3,2,1,0
12705519,1372942,Manhattan,Washington Heights,40.8317,-73.9429,Entire home/apt,180,30,6,1,0
12708671,51501835,Manhattan,Hell's Kitchen,40.76344,-73.9929,Entire home/apt,142,30,4,31,307
12710376,66269338,Queens,Jackson Heights,40.74839,-73.88818,Private room,60,1,14,4,300
12710904,59215698,Manhattan,Upper East Side,40.76625,-73.9539,Private room,98,2,8,2,241
12711153,65809485,Queens,Flushing,40.74903,-73.82938,Private room,40,14,107,12,323
12711232,45941973,Manhattan,Harlem,40.8273,-73.94904,Private room,59,1,3,1,0
12711351,65809485,Queens,Flushing,40.74807,-73.82775,Private room,40,7,102,12,105
12713090,23919461,Manhattan,West Village,40.73399,-74.00549,Entire home/apt,250,3,30,2,18
12713289,25076118,Brooklyn,Sunset Park,40.6367,-74.01516,Private room,80,3,4,1,0
12713863,66269338,Queens,Jackson Heights,40.74776,-73.88827,Private room,50,1,70,4,345
12713950,69124785,Manhattan,Morningside Heights,40.81567,-73.95951,Private room,50,7,2,1,0
12713995,66269338,Queens,Jackson Heights,40.74859,-73.88628,Private room,65,1,49,4,329
12714891,69131589,Manhattan,Upper East Side,40.78293,-73.94691,Entire home/apt,140,30,6,1,0
12720048,68787921,Brooklyn,Bedford-Stuyvesant,40.68807,-73.92348,Private room,47,3,32,4,258
12723066,17770287,Manhattan,Midtown,40.7503,-73.98144,Entire home/apt,184,30,9,14,332
12725523,6472334,Brooklyn,Williamsburg,40.70832,-73.95336,Entire home/apt,139,4,12,2,0
12726907,4658415,Brooklyn,Williamsburg,40.71502,-73.94749,Entire home/apt,57,1,5,1,0
12727438,69203926,Brooklyn,Williamsburg,40.70614,-73.94983,Entire home/apt,150,7,0,1,0
12727779,69205600,Brooklyn,Bushwick,40.70324,-73.92943,Private room,43,1,0,1,0
12728514,69210611,Manhattan,Harlem,40.8244,-73.944,Private room,50,1,1,1,0
12730083,15089968,Queens,Richmond Hill,40.69961,-73.84158,Entire home/apt,250,3,40,2,189
12730434,19710054,Brooklyn,Bedford-Stuyvesant,40.68831,-73.95602,Entire home/apt,125,2,5,1,0
12730600,3673451,Brooklyn,Williamsburg,40.70577,-73.95193,Private room,50,3,3,2,0
12731689,1911171,Manhattan,Midtown,40.7421,-73.98319,Entire home/apt,240,4,59,1,37
12732671,69236458,Brooklyn,Flatlands,40.62551,-73.93545,Private room,60,5,4,1,346
12733430,10777637,Brooklyn,Williamsburg,40.71696,-73.95382,Entire home/apt,160,1,9,1,0
12733742,69243005,Manhattan,Harlem,40.82555,-73.95159,Private room,45,3,1,2,0
12734487,69243005,Manhattan,Harlem,40.82433,-73.95049,Private room,38,5,0,2,0
12734936,20354912,Brooklyn,Bedford-Stuyvesant,40.69355,-73.93361,Private room,100,3,0,1,0
12735625,69254072,Manhattan,Inwood,40.86468,-73.92209,Private room,85,1,0,1,0
12735969,2711820,Brooklyn,Bedford-Stuyvesant,40.69301,-73.93098,Private room,50,7,2,1,0
12735986,69258420,Queens,Astoria,40.75953,-73.91182,Entire home/apt,135,5,18,1,363
12736761,50601037,Manhattan,Harlem,40.82863,-73.94757,Entire home/apt,259,3,57,1,175
12737192,20557896,Manhattan,Harlem,40.82322,-73.94002,Private room,50,20,0,1,42
12737335,69267322,Manhattan,Washington Heights,40.8342,-73.94303,Private room,60,1,1,1,0
12737660,69269694,Brooklyn,Williamsburg,40.70474,-73.93812,Private room,70,3,3,1,0
12737915,15019621,Brooklyn,Williamsburg,40.71401,-73.93672,Private room,99,1,2,1,0
12738047,21492250,Manhattan,Upper West Side,40.79997,-73.96529,Shared room,80,5,0,1,0
12738346,69274944,Queens,Astoria,40.76421,-73.92138,Entire home/apt,190,3,32,1,53
12738473,69276225,Manhattan,Upper East Side,40.77873,-73.94917,Entire home/apt,115,14,1,1,0
12738790,18351258,Manhattan,East Village,40.72872,-73.98098,Entire home/apt,250,2,29,1,0
12740226,3038856,Brooklyn,Williamsburg,40.71403,-73.96171,Private room,70,1,9,3,0
12740726,11526146,Brooklyn,Williamsburg,40.7119,-73.94638,Entire home/apt,225,3,19,1,0
12744759,38557313,Brooklyn,Crown Heights,40.67295,-73.95395,Private room,31,5,1,1,0
12747434,68787921,Brooklyn,Bedford-Stuyvesant,40.68899,-73.92339,Private room,40,2,39,4,236
12747935,68787921,Brooklyn,Bedford-Stuyvesant,40.68962,-73.92346,Private room,37,3,40,4,212
12749145,2838615,Brooklyn,Williamsburg,40.71121,-73.96698,Entire home/apt,239,3,5,1,0
12749156,69189948,Manhattan,Washington Heights,40.84848,-73.9343,Private room,75,2,167,3,310
12751037,69355658,Manhattan,Gramercy,40.73328,-73.9859,Private room,90,3,23,1,0
12751471,4497670,Manhattan,Inwood,40.86927,-73.91719,Private room,46,7,1,1,0
12753144,5895565,Brooklyn,Flatbush,40.64123,-73.96289,Entire home/apt,85,21,0,1,0
12753434,4549084,Manhattan,Hell's Kitchen,40.75657,-73.9942,Entire home/apt,175,3,59,1,14
12754199,10135994,Queens,Bayside,40.73975,-73.76157,Private room,60,1,0,1,0
12755138,16098958,Manhattan,Financial District,40.70555,-74.00812,Entire home/apt,155,30,1,96,335
12755571,69384130,Manhattan,Midtown,40.75227,-73.97351,Entire home/apt,143,1,1,1,0
12757980,69391155,Manhattan,East Village,40.73167,-73.98581,Entire home/apt,140,7,0,1,0
12758216,68388626,Manhattan,Upper West Side,40.78491,-73.97447,Entire home/apt,120,2,4,1,0
12759453,48671504,Queens,Cambria Heights,40.68891,-73.73531,Entire home/apt,79,2,90,1,331
12760088,52630170,Manhattan,Harlem,40.8033,-73.95771,Private room,50,3,2,1,0
12761910,69427329,Queens,Elmhurst,40.73854,-73.87407,Private room,289,2,115,6,280
12762497,11811612,Brooklyn,Flatbush,40.65392,-73.95364,Entire home/apt,62,15,7,1,0
12763008,69433039,Queens,Sunnyside,40.73852,-73.92777,Private room,85,10,27,1,125
12763385,9784153,Brooklyn,Clinton Hill,40.68752,-73.9618,Private room,99,3,0,1,0
12763721,69435907,Brooklyn,East Flatbush,40.65886,-73.91919,Private room,50,2,149,1,92
12764005,7465850,Brooklyn,Bushwick,40.69761,-73.92495,Entire home/apt,120,4,43,1,243
12764378,69255438,Brooklyn,Crown Heights,40.67828,-73.95051,Entire home/apt,180,1,1,1,0
12764482,69446151,Manhattan,Hell's Kitchen,40.75726,-73.9953,Entire home/apt,90,5,1,1,0
12765391,3311487,Brooklyn,Williamsburg,40.71165,-73.96322,Private room,80,1,0,3,0
12765858,69457013,Manhattan,Upper West Side,40.79768,-73.9633,Private room,49,30,0,1,0
12772942,4979093,Brooklyn,Williamsburg,40.70898,-73.95086,Private room,90,3,1,1,0
12772993,37521233,Manhattan,Chelsea,40.75053,-73.99685,Private room,55,2,5,1,0
12774144,65621401,Queens,Ditmars Steinway,40.77822,-73.90895,Private room,49,1,7,1,341
12774249,20892338,Manhattan,Harlem,40.82064,-73.94646,Entire home/apt,105,2,3,1,0
12774885,69507287,Bronx,Wakefield,40.88871,-73.86175,Private room,40,1,151,1,338
12774975,33363604,Manhattan,Harlem,40.81934,-73.95668,Private room,50,2,0,1,0
12775106,1722054,Queens,Long Island City,40.74657,-73.94555,Entire home/apt,120,5,1,1,0
12776694,50533072,Manhattan,East Village,40.72591,-73.97947,Private room,90,1,3,1,0
12778383,6513527,Brooklyn,Williamsburg,40.70585,-73.94178,Entire home/apt,110,6,4,1,0
12778678,45595980,Manhattan,Midtown,40.76049,-73.96621,Entire home/apt,140,30,5,12,290
12780475,48154615,Queens,Astoria,40.75735,-73.92134,Entire home/apt,125,3,21,1,345
12780595,69545387,Manhattan,Midtown,40.76628,-73.98308,Entire home/apt,95,14,3,1,159
12780993,18111963,Manhattan,Washington Heights,40.84205,-73.93716,Entire home/apt,75,5,0,1,0
12781270,69548489,Bronx,Pelham Gardens,40.86412,-73.84664,Entire home/apt,75,2,92,1,265
12782370,280830,Manhattan,Hell's Kitchen,40.76153,-73.98915,Entire home/apt,244,2,176,1,282
12783632,57230304,Queens,Elmhurst,40.74037,-73.8861,Private room,75,1,2,3,351
12786165,69598657,Manhattan,Chelsea,40.75094,-73.99748,Private room,75,2,115,1,37
12788962,390251,Manhattan,Harlem,40.79986,-73.95387,Private room,105,2,5,4,15
12791778,17239096,Brooklyn,Williamsburg,40.71262,-73.94466,Private room,100,2,6,1,0
12792132,29859280,Manhattan,Gramercy,40.7367,-73.98099,Entire home/apt,150,2,13,1,26
12793649,69668616,Bronx,Concourse,40.82575,-73.92421,Entire home/apt,175,1,0,1,0
12794520,69677082,Manhattan,Washington Heights,40.84278,-73.93916,Private room,35,3,3,1,0
12794791,11725608,Manhattan,Washington Heights,40.84021,-73.94191,Private room,51,3,68,2,313
12795006,64350843,Manhattan,Upper East Side,40.77166,-73.95797,Private room,105,14,7,1,29
12795109,59375053,Brooklyn,Williamsburg,40.70766,-73.94767,Private room,80,2,2,1,0
12795290,4929873,Manhattan,East Village,40.72073,-73.97839,Private room,84,3,163,1,294
12795851,21467726,Brooklyn,Williamsburg,40.70294,-73.93711,Private room,70,1,10,2,281
12796602,66978896,Brooklyn,Bushwick,40.69159,-73.91171,Entire home/apt,70,3,26,2,206
12796750,69702850,Brooklyn,Greenpoint,40.72453,-73.95529,Entire home/apt,195,7,0,1,0
12797047,67311188,Manhattan,East Village,40.72125,-73.98058,Entire home/apt,150,5,1,1,0
12797684,69715276,Manhattan,Upper West Side,40.79843,-73.96404,Private room,100,1,0,2,0
12797920,69715276,Manhattan,Upper West Side,40.79806,-73.96167,Private room,100,1,1,2,0
12798141,3231109,Manhattan,Morningside Heights,40.81127,-73.95922,Private room,85,3,9,2,142
12804309,21221697,Brooklyn,Clinton Hill,40.68444,-73.96285,Entire home/apt,225,3,95,1,122
12804693,69782291,Manhattan,East Village,40.7291,-73.98628,Private room,120,5,13,1,0
12805625,5826163,Manhattan,Lower East Side,40.71989,-73.98557,Private room,90,4,1,1,90
12806016,69794747,Brooklyn,Flatbush,40.64159,-73.95985,Entire home/apt,175,3,96,1,209
12806177,66469868,Manhattan,Washington Heights,40.83344,-73.94442,Private room,65,2,46,1,72
12806356,8416362,Queens,Long Island City,40.74321,-73.95533,Entire home/apt,260,21,17,1,42
12806940,1672734,Brooklyn,Bedford-Stuyvesant,40.68285,-73.93862,Entire home/apt,225,2,33,1,1
12807447,42413378,Brooklyn,South Slope,40.66548,-73.98196,Entire home/apt,135,3,148,2,91
12810131,25971488,Brooklyn,Brooklyn Heights,40.69299,-73.99283,Private room,135,1,0,1,0
12810210,140226,Brooklyn,Williamsburg,40.71764,-73.95291,Entire home/apt,195,3,23,1,225
12810452,15867885,Manhattan,Two Bridges,40.71114,-73.99874,Private room,99,2,3,1,0
12812370,9631746,Manhattan,Hell's Kitchen,40.7592,-73.99313,Entire home/apt,177,25,21,1,10
12812504,9472822,Manhattan,Harlem,40.81995,-73.95266,Private room,59,1,0,1,0
12812544,16098958,Manhattan,Upper East Side,40.77725,-73.95137,Entire home/apt,190,30,3,96,330
12812618,25233652,Brooklyn,Williamsburg,40.71279,-73.96291,Private room,80,2,6,1,0
12812630,69866168,Queens,Jamaica,40.69172,-73.79495,Private room,60,1,109,1,98
12813050,30789837,Manhattan,Gramercy,40.73682,-73.98336,Entire home/apt,195,5,1,1,0
12813068,21091779,Brooklyn,Bedford-Stuyvesant,40.68552,-73.9227,Private room,60,1,104,3,293
12813206,7609268,Brooklyn,Sunset Park,40.65038,-74.00551,Entire home/apt,99,3,25,1,12
12814195,545273,Brooklyn,Williamsburg,40.71728,-73.94345,Private room,79,5,0,1,0
12814578,40332331,Brooklyn,Windsor Terrace,40.65827,-73.97962,Entire home/apt,125,2,117,2,262
12814685,69890625,Brooklyn,Clinton Hill,40.68389,-73.96026,Private room,89,1,15,1,179
12814717,69891208,Manhattan,Washington Heights,40.85147,-73.93618,Private room,55,3,5,1,0
12814991,34034047,Queens,Ditmars Steinway,40.77423,-73.90715,Entire home/apt,130,3,17,1,11
12814997,13007287,Brooklyn,Bedford-Stuyvesant,40.68147,-73.95814,Private room,70,3,36,1,0
12815139,33816358,Brooklyn,Prospect Heights,40.67764,-73.9647,Entire home/apt,110,3,8,1,0
12821417,69944410,Manhattan,East Village,40.73054,-73.98339,Private room,100,7,1,1,0
12823429,6707228,Brooklyn,Williamsburg,40.70748,-73.9461,Private room,145,1,0,1,0
12825700,5346314,Manhattan,Chelsea,40.74267,-73.99915,Entire home/apt,195,3,1,1,0
12826965,69989416,Queens,Flushing,40.7555,-73.82712,Private room,30,4,54,1,64
12827123,15398860,Brooklyn,South Slope,40.66631,-73.98268,Private room,50,20,0,1,0
12827146,18922352,Queens,Astoria,40.76368,-73.91518,Entire home/apt,68,4,11,1,0
12827921,13023370,Manhattan,Lower East Side,40.71902,-73.98506,Private room,90,1,6,1,0
12828338,7159107,Manhattan,Harlem,40.82563,-73.94091,Entire home/apt,85,3,1,1,0
12829063,28303435,Brooklyn,Prospect Heights,40.67983,-73.96931,Entire home/apt,200,1,43,1,232
12830516,3510993,Brooklyn,Greenpoint,40.72311,-73.94184,Entire home/apt,100,7,0,1,0
12830905,70026602,Manhattan,East Village,40.72817,-73.98041,Private room,150,2,18,1,0
12831088,28340943,Manhattan,Upper West Side,40.77861,-73.98336,Entire home/apt,199,1,0,1,0
12831310,70030943,Manhattan,East Village,40.72358,-73.97593,Private room,60,1,2,1,0
12832062,1106731,Queens,Rockaway Beach,40.58943,-73.81192,Entire home/apt,135,2,27,2,0
12832227,70039705,Manhattan,Upper West Side,40.8032,-73.96495,Private room,100,1,5,1,0
12832371,22541573,Manhattan,Upper East Side,40.77102,-73.95873,Entire home/apt,163,30,1,87,350
12832899,22541573,Manhattan,Upper East Side,40.76368,-73.96153,Entire home/apt,187,30,2,87,287
12833187,22541573,Manhattan,Upper East Side,40.76297,-73.96252,Entire home/apt,225,30,1,87,365
12834317,3404004,Brooklyn,Brooklyn Heights,40.69816,-73.99361,Entire home/apt,120,1,1,1,0
12834386,1216362,Brooklyn,Flatbush,40.65424,-73.96008,Private room,73,1,43,4,188
12834748,10273704,Brooklyn,Fort Greene,40.68812,-73.97666,Private room,100,3,148,2,42
12835123,70065232,Brooklyn,Williamsburg,40.71154,-73.95795,Entire home/apt,99,5,1,1,0
12835664,70058270,Brooklyn,Crown Heights,40.66618,-73.93156,Entire home/apt,300,3,39,4,259
12836932,70082670,Manhattan,Morningside Heights,40.80539,-73.96409,Entire home/apt,92,1,2,1,0
12844709,2238348,Brooklyn,Williamsburg,40.71311,-73.94016,Private room,42,8,0,1,0
12845862,7443904,Manhattan,Upper East Side,40.77912,-73.95594,Private room,100,3,8,1,0
12845943,51663418,Queens,Ditmars Steinway,40.77329,-73.9163,Private room,40,14,1,1,0
12846033,62225580,Manhattan,West Village,40.73326,-74.00844,Entire home/apt,225,14,0,1,0
12846048,23144316,Brooklyn,Park Slope,40.66896,-73.97641,Entire home/apt,170,13,4,1,46
12846229,8752988,Queens,Astoria,40.7613,-73.9153,Entire home/apt,125,1,0,1,0
12846584,70164336,Brooklyn,Greenpoint,40.73282,-73.9564,Entire home/apt,109,30,9,1,0
12847429,61391963,Manhattan,Hell's Kitchen,40.76014,-73.99039,Entire home/apt,150,30,6,91,126
12847720,10737943,Manhattan,Upper West Side,40.78528,-73.97623,Private room,50,30,3,10,365
12847902,46938101,Bronx,Concourse,40.83211,-73.92052,Private room,49,1,33,1,348
12848383,70181422,Brooklyn,Windsor Terrace,40.65341,-73.97877,Entire home/apt,265,2,8,4,0
12850186,70198067,Manhattan,Financial District,40.71028,-74.00929,Private room,80,1,0,1,0
12850887,64062688,Brooklyn,East New York,40.67153,-73.89112,Private room,44,3,4,1,0
12850911,44351733,Manhattan,Tribeca,40.71948,-74.00517,Private room,260,4,22,1,3
12851015,61391963,Manhattan,Midtown,40.75755,-73.9666,Entire home/apt,133,30,3,91,342
12851100,3248699,Queens,Ditmars Steinway,40.77141,-73.91415,Entire home/apt,80,7,15,1,0
12851607,68322243,Manhattan,Upper West Side,40.80129,-73.96611,Entire home/apt,154,4,3,1,0
12852083,700224,Brooklyn,Gowanus,40.68349,-73.98518,Entire home/apt,150,29,9,4,326
12852935,2344389,Manhattan,Hell's Kitchen,40.76205,-73.9888,Private room,150,5,0,1,0
12853281,61391963,Manhattan,Midtown,40.75572,-73.96936,Entire home/apt,125,30,7,91,149
12853330,31237380,Manhattan,Harlem,40.82183,-73.9378,Private room,60,2,1,1,0
12854022,70235809,Brooklyn,Bushwick,40.69301,-73.92683,Private room,95,1,0,1,0
12854724,49622928,Manhattan,Chelsea,40.74066,-73.99895,Entire home/apt,75,1,132,1,317
12854734,70244331,Manhattan,Chelsea,40.74078,-73.99923,Entire home/apt,100,1,198,1,269
12855923,33906660,Manhattan,Harlem,40.8242,-73.94777,Private room,65,1,154,1,361
12856181,18975770,Manhattan,West Village,40.73064,-74.00351,Entire home/apt,200,6,5,2,17
12856529,1491770,Manhattan,Midtown,40.76386,-73.97702,Entire home/apt,180,3,1,1,0
12856720,33950089,Queens,Long Island City,40.75166,-73.94028,Private room,60,1,36,1,316
12856992,15445748,Queens,Sunnyside,40.73748,-73.92894,Private room,33,7,6,1,337
12862929,1572315,Manhattan,Murray Hill,40.74775,-73.97702,Private room,112,3,23,1,18
12863594,70321716,Brooklyn,Crown Heights,40.67212,-73.9439,Entire home/apt,150,15,0,1,0
12863815,9679850,Manhattan,West Village,40.73361,-74.00218,Entire home/apt,230,2,39,1,0
12864095,7953376,Brooklyn,Boerum Hill,40.68558,-73.98065,Private room,65,1,0,1,0
12864193,29417940,Manhattan,Upper West Side,40.77814,-73.97627,Entire home/apt,375,2,2,2,0
12864784,7977178,Manhattan,SoHo,40.72806,-74.00381,Private room,130,3,18,3,304
12864971,70333355,Queens,Ditmars Steinway,40.77852,-73.90836,Entire home/apt,400,1,0,1,0
12865332,51684417,Manhattan,Upper West Side,40.80032,-73.95884,Private room,120,1,1,2,0
12867918,9293730,Manhattan,Upper East Side,40.76875,-73.95723,Entire home/apt,150,30,12,16,325
12867950,70358943,Queens,Ditmars Steinway,40.78192,-73.91439,Private room,40,1,0,1,0
12868264,26295451,Brooklyn,Bedford-Stuyvesant,40.68743,-73.93045,Private room,150,1,14,1,0
12869174,817948,Brooklyn,Flatbush,40.63874,-73.95645,Private room,30,1,1,1,0
12869561,22541573,Manhattan,Chelsea,40.73887,-73.99983,Entire home/apt,191,30,1,87,323
12869567,22541573,Manhattan,Chelsea,40.75225,-73.99508,Entire home/apt,219,30,5,87,344
12869662,8636489,Brooklyn,Williamsburg,40.71701,-73.95685,Entire home/apt,250,5,14,1,0
12869679,1233402,Brooklyn,Williamsburg,40.7125,-73.9529,Entire home/apt,180,3,3,1,0
12869930,51501835,Manhattan,Hell's Kitchen,40.76313,-73.99482,Entire home/apt,115,30,4,31,65
12870344,70382366,Manhattan,Midtown,40.75347,-73.97293,Private room,145,1,0,1,0
12871310,29959914,Brooklyn,Bushwick,40.68616,-73.91543,Private room,52,1,3,1,0
12871708,70396243,Manhattan,Washington Heights,40.85558,-73.93777,Entire home/apt,95,1,104,1,81
12872882,4391441,Brooklyn,Williamsburg,40.70678,-73.94918,Entire home/apt,190,2,84,1,8
12873159,70409953,Manhattan,Chelsea,40.74849,-73.98957,Entire home/apt,480,5,106,1,263
12873930,70419222,Manhattan,Upper West Side,40.78458,-73.97836,Entire home/apt,180,3,2,1,0
12874443,8534626,Brooklyn,Greenpoint,40.72083,-73.95401,Entire home/apt,150,2,3,1,0
12874666,1909320,Brooklyn,Williamsburg,40.7155,-73.96188,Private room,150,1,6,3,364
12874869,70429659,Manhattan,Greenwich Village,40.73694,-73.99587,Private room,140,1,78,1,321
12876883,11452065,Brooklyn,Borough Park,40.64052,-73.99668,Private room,70,2,1,1,0
12881611,17204066,Brooklyn,Greenpoint,40.72846,-73.95033,Private room,70,2,21,1,4
12881712,16098958,Manhattan,Murray Hill,40.74859,-73.97243,Entire home/apt,197,30,1,96,325
12882914,807404,Manhattan,Gramercy,40.73831,-73.98319,Entire home/apt,310,4,0,1,0
12883073,21315876,Manhattan,East Village,40.72472,-73.98665,Entire home/apt,128,1,28,2,178
12884594,3948462,Manhattan,Chelsea,40.73924,-73.99825,Entire home/apt,150,2,4,1,0
12885249,65459567,Brooklyn,Bushwick,40.68651,-73.91185,Private room,26,14,0,1,0
12885472,2629017,Queens,Ridgewood,40.70581,-73.90112,Entire home/apt,75,2,54,1,64
12885921,22541573,Manhattan,Chelsea,40.74472,-73.99266,Entire home/apt,280,30,3,87,364
12886345,31757138,Manhattan,West Village,40.73009,-74.00222,Private room,93,1,0,1,0
12886380,16098958,Manhattan,Upper East Side,40.77692,-73.95126,Entire home/apt,390,30,1,96,239
12887457,1475015,Manhattan,Midtown,40.75754,-73.96943,Entire home/apt,115,30,0,52,343
